date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,walking,transit,driving,cases,deaths
05-20-2020,-0.15321428571428572,0.0030357142857142883,0.49839285714285714,-0.23535714285714288,-0.352142857142857,0.12517857142857142,0.06721706864564007,-0.268700821237586,0.06224363148182025,23064.0,1477.0
05-21-2020,-0.1548214285714286,0.016964285714285716,0.5926785714285714,-0.22875,-0.3557142857142856,0.12624999999999997,0.08734423314780457,-0.26543099057804936,0.09887074144518297,25734.0,1311.0
05-22-2020,-0.18232142857142855,0.014285714285714282,0.6855357142857145,-0.21607142857142853,-0.3562499999999999,0.1244642857142857,0.1824006648113791,-0.24664868220015285,0.21603651842789542,23793.0,1288.0
05-23-2020,-0.22339285714285717,0.022499999999999996,0.8249999999999998,-0.18553571428571436,-0.1908928571428572,0.05428571428571428,0.13159206864564005,-0.26621466768525587,0.1252422734172657,22268.0,1050.0
05-24-2020,-0.16142857142857142,0.02464285714285714,1.124107142857143,-0.2308928571428571,-0.21249999999999997,0.03642857142857144,-0.014644016697588132,-0.2975544308632544,-0.027953014143823417,20031.0,620.0
05-25-2020,-0.20767857142857146,-0.04732142857142858,1.0242857142857145,-0.33517857142857155,-0.6485714285714286,0.1760714285714286,-0.04816906307977736,-0.28743379169849753,-0.04280813071643883,19100.0,510.0
05-26-2020,-0.15339285714285716,-0.0010714285714285704,0.5996428571428571,-0.24125,-0.33910714285714283,0.11535714285714285,0.08973716759431047,-0.2453628724216959,0.0858468850599162,18889.0,747.0
05-27-2020,-0.13875,0.0033928571428571428,0.6394642857142859,-0.22125,-0.33303571428571427,0.11553571428571428,0.11507962275819418,-0.24558377896613193,0.11009323958193062,18739.0,1485.0
05-28-2020,-0.1471428571428572,0.007678571428571425,0.5641071428571429,-0.22321428571428567,-0.33214285714285724,0.12053571428571429,0.12694070810142238,-0.24840813598166542,0.13181088727513096,22469.0,1200.0
05-29-2020,-0.17374999999999993,-0.009642857142857139,0.6875,-0.2144642857142857,-0.3180357142857142,0.11803571428571426,0.2381242269635127,-0.23676422841864014,0.24242620980092186,24545.0,1190.0
05-30-2020,-0.19464285714285715,0.012142857142857144,0.9271428571428569,-0.145,-0.10660714285714283,0.046785714285714285,0.23548044217687072,-0.24922571301247762,0.18594188656062208,23398.0,963.0
05-31-2020,-0.1407142857142857,0.009107142857142855,0.9923214285714286,-0.17267857142857143,-0.1276785714285714,0.03535714285714288,0.039536951144093994,-0.2876659982174688,0.004827041576428527,20634.0,604.0
06-01-2020,-0.09767857142857142,0.01982142857142857,0.6423214285714284,-0.20750000000000007,-0.3092857142857143,0.09767857142857143,0.13055426716141,-0.24707028265851802,0.10508467490268016,21894.0,734.0
